State,CMS Certification Number (CCN),Provider Name,City/Town,ZIP Code,Telephone Number,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Certification Date,Quality of patient care star rating,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients' breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted",Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)"
10,107200,15,549,32308,-,3,Yes,Yes,Yes,Yes,Yes,Yes,741128400.0,5.0,99.1,59.7,93.3,92.2,94.7,97.0,95.7,13.5,15.1,0.1,96.5,0.9,99.1,732,"1,085",67.47,73.45,70.44,76.26,Worse Than National Rate,9,313,2.88,3.54,2.57,4.81,Same As National Rate,58,601,9.65,9.19,7.64,11.40,Same As National Rate,1.04,"1,891"
10,107207,1794,559,32086,-,3,Yes,Yes,Yes,Yes,Yes,Yes,794959200.0,4.0,97.3,86.6,91.0,91.3,95.0,89.3,86.8,14.8,8.8,0.0,98.3,1.8,99.2,"1,535","2,100",73.10,79.77,77.62,81.75,Better Than National Rate,21,541,3.88,3.76,2.91,4.89,Same As National Rate,107,"1,030",10.39,9.76,8.15,11.52,Same As National Rate,1.12,"3,731"
10,107211,1795,521,32804,-,3,Yes,Yes,Yes,Yes,Yes,Yes,808952400.0,3.0,89.1,67.3,81.8,85.0,89.1,94.6,84.3,16.8,10.2,0.3,94.5,1.2,99.7,"3,077","5,220",58.95,65.98,64.52,67.46,Worse Than National Rate,125,"3,005",4.16,4.09,3.50,4.75,Same As National Rate,347,"2,119",16.38,13.01,11.96,14.26,Worse Than National Rate,1.03,"7,270"
10,107212,1796,560,33773,-,2,Yes,Yes,Yes,Yes,Yes,Yes,809470800.0,4.5,98.7,95.1,87.1,88.8,90.8,96.1,90.2,15.2,10.1,0.1,99.4,0.5,100.0,"2,363","2,916",81.04,86.27,84.80,87.88,Better Than National Rate,116,"1,686",6.88,5.97,4.99,6.97,Worse Than National Rate,116,"1,315",8.82,8.30,7.11,9.81,Better Than National Rate,0.96,"3,453"
10,107214,1797,561,33426,-,3,Yes,Yes,Yes,Yes,Yes,Yes,809470800.0,4.0,96.9,76.7,85.9,88.4,88.3,91.5,89.5,11.5,8.5,0.0,98.4,0.8,99.2,"1,797","2,250",79.87,88.35,86.58,90.24,Better Than National Rate,57,"1,270",4.49,4.31,3.30,5.32,Same As National Rate,101,"1,156",8.74,7.78,6.39,9.13,Better Than National Rate,1.04,"2,714"
10,107217,1798,562,32940,-,3,Yes,Yes,Yes,Yes,Yes,Yes,814136400.0,5.0,100.0,79.7,98.8,96.8,100.0,96.9,98.1,13.6,13.7,0.0,99.4,1.0,100.0,565,693,81.53,91.63,88.37,94.50,Better Than National Rate,13,381,3.41,3.66,2.71,5.03,Same As National Rate,30,404,7.43,7.08,5.19,9.10,Better Than National Rate,0.99,"1,025"
10,107220,1799,535,33760,-,5,Yes,Yes,Yes,Yes,Yes,Yes,803854800.0,3.0,96.1,68.9,77.4,85.7,84.2,80.6,84.5,13.2,10.0,0.3,92.2,1.1,100.0,158,228,69.30,76.57,70.55,82.33,Same As National Rate,3,66,4.55,3.88,2.66,5.31,Same As National Rate,12,133,9.02,9.30,6.31,13.55,Same As National Rate,1.18,294
10,107222,1785,554,34748,-,3,Yes,Yes,Yes,Yes,Yes,Yes,823298400.0,3.5,99.1,76.4,86.3,86.9,89.1,83.7,73.8,14.6,7.7,0.4,98.9,0.5,99.5,513,657,78.08,83.79,80.16,86.69,Better Than National Rate,12,172,6.98,4.35,3.10,6.10,Same As National Rate,7,346,2.02,4.21,2.83,6.14,Better Than National Rate,0.99,798
10,107225,1777,521,32805,4078522782,3,Yes,Yes,Yes,Yes,Yes,Yes,839106000.0,4.0,98.3,55.1,87.5,88.9,87.1,91.6,86.6,13.6,8.2,0.0,92.2,0.8,99.4,541,781,69.27,76.70,73.09,79.85,Same As National Rate,29,495,5.86,4.85,3.74,6.44,Same As National Rate,41,354,11.58,9.86,7.63,12.60,Same As National Rate,0.95,902
10,107233,1800,137,32935,-,2,Yes,Yes,Yes,Yes,Yes,Yes,858376800.0,4.0,100.0,69.2,84.1,86.1,92.2,86.8,86.5,12.9,11.7,0.3,91.9,1.2,99.9,"4,000","4,820",82.99,89.81,88.36,90.98,Better Than National Rate,106,"3,317",3.20,3.33,2.83,3.95,Same As National Rate,208,"2,563",8.12,7.50,6.57,8.54,Better Than National Rate,0.98,"5,328"
10,107234,15,521,32814,-,3,Yes,Yes,Yes,Yes,Yes,Yes,862002000.0,4.5,99.6,76.4,96.8,94.9,92.6,91.9,93.7,16.1,9.7,0.1,97.6,1.0,98.2,"2,208","3,184",69.35,74.21,72.46,75.74,Worse Than National Rate,26,"1,001",2.60,3.63,2.78,4.73,Same As National Rate,149,"1,681",8.86,8.26,7.09,9.51,Better Than National Rate,1.02,"5,480"
10,107236,1777,563,34711,3523235570,3,Yes,Yes,Yes,Yes,Yes,Yes,841611600.0,3.5,96.7,50.6,85.9,86.4,87.5,87.3,81.7,14.3,11.6,0.0,91.6,1.0,99.9,585,778,75.19,82.75,79.53,85.78,Better Than National Rate,11,461,2.39,3.35,2.41,4.50,Same As National Rate,49,412,11.89,10.21,8.05,12.86,Same As National Rate,0.96,"1,045"
10,107237,1801,526,33409,-,3,Yes,Yes,Yes,Yes,Yes,Yes,861310800.0,4.0,97.1,70.0,89.8,92.9,89.9,93.3,88.8,13.7,8.0,0.0,97.8,0.4,97.1,276,345,80.00,82.93,78.48,86.93,Better Than National Rate,9,166,5.42,4.74,3.27,6.77,Same As National Rate,15,203,7.39,9.21,6.59,13.72,Same As National Rate,1.04,622
10,107240,20,564,32579,8508623240,3,Yes,Yes,Yes,Yes,Yes,Yes,864853200.0,4.0,99.6,83.7,88.9,87.4,93.7,91.9,86.7,15.8,12.3,0.3,95.2,1.0,98.5,"2,459","3,216",76.46,80.91,79.34,82.50,Better Than National Rate,20,"1,054",1.90,2.74,2.14,3.52,Better Than National Rate,226,"1,753",12.89,13.00,11.51,14.53,Worse Than National Rate,1.04,"5,831"
10,107245,1802,532,32792,-,3,Yes,Yes,Yes,Yes,Yes,Yes,868741200.0,4.5,100.0,92.2,93.8,92.4,91.8,90.4,84.6,15.7,15.0,0.0,100.0,0.0,92.5,46,54,85.19,93.17,79.57,101.37,Better Than National Rate,1,25,4.00,3.90,2.64,5.72,Same As National Rate,3,36,8.33,8.80,4.98,14.36,Same As National Rate,1.00,68
10,107260,1796,565,34654,7278482311,2,Yes,Yes,Yes,Yes,Yes,Yes,888530400.0,4.0,96.0,88.4,86.6,88.6,91.0,95.6,90.8,12.9,7.5,0.0,99.8,0.4,100.0,992,"1,168",84.93,92.40,90.36,94.60,Better Than National Rate,31,770,4.03,3.74,2.88,4.81,Same As National Rate,55,583,9.43,8.44,6.59,10.48,Same As National Rate,0.91,"1,440"
10,107264,1803,559,32086,-,3,Yes,Yes,Yes,Yes,Yes,Yes,902696400.0,3.0,98.7,70.9,76.1,83.6,83.5,86.0,70.2,11.0,23.0,0.2,95.4,0.3,99.8,89,134,66.42,73.08,64.91,80.35,Same As National Rate,6,52,11.54,4.48,3.09,6.44,Same As National Rate,8,87,9.20,9.71,6.24,14.90,Same As National Rate,0.96,287
10,107271,1794,566,34986,-,3,Yes,Yes,Yes,Yes,Yes,Yes,909612000.0,4.0,97.3,85.3,88.8,88.6,89.1,90.0,83.9,14.2,12.0,0.1,97.4,0.7,99.4,"2,103","2,642",79.60,85.35,83.66,86.96,Better Than National Rate,31,869,3.57,3.60,2.79,4.77,Same As National Rate,112,"1,256",8.92,8.75,7.44,10.42,Same As National Rate,1.09,"4,042"
10,107272,1804,278,34266,-,4,Yes,Yes,Yes,No,Yes,Yes,915228000.0,2.5,90.8,53.4,82.7,86.5,80.4,87.4,65.5,17.4,12.1,0.0,88.1,0.4,100.0,117,153,76.47,82.54,75.49,88.40,Same As National Rate,2,60,3.33,3.76,2.55,5.38,Same As National Rate,12,82,14.63,12.64,8.39,18.76,Same As National Rate,1.20,197
10,107275,15,547,32401,-,3,Yes,Yes,Yes,Yes,Yes,Yes,917215200.0,3.5,99.8,73.8,86.1,86.0,88.0,85.0,82.9,13.9,15.8,0.4,96.5,0.5,99.9,"1,112","1,460",76.16,82.24,79.76,84.65,Better Than National Rate,14,530,2.64,3.39,2.51,4.51,Same As National Rate,79,852,9.27,8.79,7.08,10.80,Same As National Rate,1.08,"2,728"
10,107282,1796,556,33815,-,2,Yes,Yes,Yes,Yes,Yes,Yes,929221200.0,4.0,98.3,90.0,85.9,86.9,90.1,94.0,88.3,14.3,11.0,0.3,99.6,0.4,100.0,"3,406","4,351",78.28,84.27,82.91,85.48,Better Than National Rate,209,"2,924",7.15,6.49,5.71,7.31,Worse Than National Rate,198,"2,196",9.02,8.15,7.20,9.26,Better Than National Rate,0.98,"5,156"
10,107285,1796,519,33614,-,3,Yes,Yes,Yes,Yes,Yes,Yes,935787600.0,3.5,92.5,95.3,82.4,86.4,88.3,95.5,89.8,12.2,9.8,0.2,99.1,0.9,100.0,"1,413","1,865",75.76,82.39,80.19,84.31,Better Than National Rate,72,"1,091",6.60,5.41,4.47,6.58,Worse Than National Rate,66,753,8.76,8.36,6.83,10.08,Same As National Rate,0.97,"2,562"
10,107290,20,567,32073,-,3,Yes,Yes,Yes,Yes,Yes,Yes,950738400.0,4.0,99.8,46.1,88.2,88.8,90.7,89.2,83.1,13.9,12.0,0.0,95.6,0.9,99.4,700,933,75.03,81.76,78.71,84.89,Better Than National Rate,7,354,1.98,3.15,2.31,4.41,Same As National Rate,45,450,10.00,9.10,7.14,11.71,Same As National Rate,0.99,"1,469"
10,107302,16,568,34747,-,3,Yes,Yes,Yes,Yes,Yes,Yes,479080800.0,4.5,99.8,74.2,90.5,92.9,92.9,90.9,90.1,13.2,11.4,0.0,97.9,0.7,98.2,"1,029","1,466",70.19,76.40,73.79,78.74,Same As National Rate,23,559,4.11,3.95,3.02,5.39,Same As National Rate,82,785,10.45,9.29,7.77,11.33,Same As National Rate,1.06,"2,166"
10,107325,1781,553,33461,-,3,Yes,Yes,Yes,Yes,Yes,Yes,617662800.0,3.5,99.0,79.1,84.9,85.6,86.3,81.3,83.1,12.8,10.0,0.3,98.5,0.4,99.2,"1,886","2,287",82.47,88.60,86.85,90.38,Better Than National Rate,17,699,2.43,3.29,2.46,4.35,Same As National Rate,114,"1,303",8.75,8.40,7.00,9.92,Better Than National Rate,1.07,"3,049"
10,107326,1780,569,32322,-,3,Yes,Yes,No,No,No,Yes,623710800.0,4.5,100.0,79.5,90.0,89.9,88.2,95.5,86.9,12.1,17.1,0.0,99.4,0.6,100.0,169,210,80.48,86.46,80.09,91.27,Better Than National Rate,0,94,0.00,3.42,2.39,4.95,Same As National Rate,13,114,11.40,10.59,7.23,16.24,Same As National Rate,1.11,437
10,107330,15,570,34638,-,3,Yes,Yes,Yes,Yes,Yes,Yes,707086800.0,4.0,99.7,80.5,89.0,88.7,88.3,90.9,83.5,12.6,10.8,0.0,97.2,1.0,99.2,978,"1,183",82.67,87.87,85.55,90.30,Better Than National Rate,11,352,3.13,3.76,2.67,5.18,Same As National Rate,47,628,7.48,8.00,6.35,10.04,Same As National Rate,1.01,"1,541"
10,107338,15,571,32117,3862741088,3,Yes,Yes,Yes,Yes,Yes,Yes,742770000.0,4.5,99.7,74.4,92.3,90.9,89.9,93.5,88.2,11.9,12.2,0.0,97.9,0.5,98.6,"1,912","2,559",74.72,81.74,79.85,83.65,Better Than National Rate,36,970,3.71,3.69,2.93,4.67,Same As National Rate,140,"1,309",10.70,9.18,7.91,10.46,Same As National Rate,1.00,"4,487"
10,107345,1805,572,33872,8633851400,1,Yes,Yes,Yes,Yes,Yes,Yes,766443600.0,3.0,99.4,65.4,83.6,83.0,83.6,78.5,78.9,15.6,11.1,0.2,96.8,1.1,99.8,627,780,80.38,89.51,85.98,92.50,Better Than National Rate,22,590,3.73,3.72,2.77,4.92,Same As National Rate,26,233,11.16,8.78,6.68,11.89,Same As National Rate,1.04,964
10,107362,1806,573,33334,-,1,Yes,Yes,Yes,Yes,Yes,Yes,805928400.0,4.0,99.6,62.3,85.9,87.5,87.2,90.5,81.7,10.9,12.8,0.3,99.7,0.0,99.7,"1,103","1,272",86.71,87.75,85.67,89.46,Better Than National Rate,21,682,3.08,3.91,2.85,5.19,Same As National Rate,27,516,5.23,6.68,5.05,9.01,Better Than National Rate,0.96,"1,636"
10,107372,1780,574,32428,-,3,Yes,Yes,Yes,Yes,Yes,Yes,922572000.0,4.0,99.8,66.4,86.5,89.4,90.2,90.2,87.2,17.7,15.7,0.3,98.5,0.9,99.8,256,355,72.11,80.90,75.76,85.50,Same As National Rate,3,155,1.94,3.50,2.39,4.95,Same As National Rate,32,206,15.53,11.86,9.15,15.51,Same As National Rate,1.06,651
10,107383,15,575,32905,-,3,Yes,Yes,Yes,Yes,Yes,Yes,1084568400.0,4.5,100.0,70.0,90.3,92.3,89.7,92.2,82.7,12.4,12.8,0.0,98.6,1.5,99.7,741,961,77.11,85.06,82.23,87.71,Better Than National Rate,13,351,3.70,3.79,2.75,5.25,Same As National Rate,51,551,9.26,8.54,6.87,10.87,Same As National Rate,1.04,"1,757"
10,107397,1779,576,33317,-,3,Yes,Yes,Yes,Yes,Yes,Yes,1120770000.0,2.5,100.0,61.0,77.6,74.1,84.7,70.7,68.7,17.4,11.8,0.5,99.4,0.4,100.0,332,485,68.45,77.87,73.37,82.08,Same As National Rate,4,147,2.72,3.64,2.52,5.24,Same As National Rate,23,380,6.05,6.01,4.44,8.11,Better Than National Rate,1.01,"1,013"
10,107398,1796,554,34748,-,2,Yes,Yes,Yes,Yes,Yes,Yes,1122584400.0,3.5,96.7,96.1,81.6,92.1,87.1,97.3,84.5,16.5,12.5,0.4,99.7,0.7,100.0,284,339,83.78,83.53,79.23,87.00,Better Than National Rate,14,162,8.64,5.24,3.84,7.23,Same As National Rate,8,178,4.49,7.64,4.67,11.61,Same As National Rate,0.92,369
10,107399,1807,576,33317,-,3,Yes,Yes,Yes,Yes,Yes,Yes,1117918800.0,2.0,100.0,68.5,59.5,68.9,66.5,65.3,67.5,19.5,6.0,0.0,99.8,0.1,99.7,525,727,72.21,85.15,81.38,88.67,Better Than National Rate,23,471,4.88,3.98,3.03,5.32,Same As National Rate,34,301,11.30,7.53,5.77,9.69,Better Than National Rate,1.09,"1,125"
10,107403,16,577,32162,3523911416,3,Yes,Yes,Yes,Yes,Yes,Yes,968014800.0,4.0,95.7,79.2,86.7,87.4,88.6,90.4,84.3,6.3,10.4,0.0,98.9,0.4,99.3,299,407,73.46,80.32,75.75,84.74,Same As National Rate,7,211,3.32,3.74,2.65,5.10,Same As National Rate,15,177,8.47,8.03,5.63,11.41,Same As National Rate,1.00,644
10,107406,1777,523,33912,-,3,Yes,Yes,Yes,Yes,Yes,Yes,977004000.0,4.0,99.7,82.3,88.4,86.8,90.1,90.0,87.1,15.5,9.5,0.0,99.4,1.2,99.6,"1,341","1,621",82.73,90.00,87.62,91.78,Better Than National Rate,26,618,4.21,4.16,3.24,5.44,Same As National Rate,72,748,9.63,9.59,7.75,11.61,Same As National Rate,1.08,"2,099"
10,107407,1780,578,32327,-,3,Yes,Yes,Yes,Yes,Yes,Yes,980373600.0,4.0,99.4,73.8,89.9,88.5,88.3,99.0,86.0,12.5,10.5,0.0,97.6,1.2,100.0,55,86,63.95,72.95,61.58,82.82,Same As National Rate,1,33,3.03,3.86,2.54,5.77,Same As National Rate,3,35,8.57,9.12,5.35,14.62,Same As National Rate,1.12,146
10,107408,1808,579,32174,3866733121,1,Yes,Yes,Yes,Yes,Yes,Yes,981324000.0,4.0,98.8,57.4,84.7,87.3,86.8,91.5,81.3,12.1,11.8,0.0,98.8,0.7,99.7,"1,405","1,788",78.58,84.50,82.26,86.49,Better Than National Rate,54,"1,313",4.11,4.06,3.29,4.95,Same As National Rate,67,832,8.05,7.54,6.12,9.39,Better Than National Rate,0.90,"1,936"
10,107414,1809,580,33637,-,5,Yes,Yes,Yes,Yes,Yes,Yes,993762000.0,3.5,99.5,65.8,84.3,88.2,85.5,86.8,82.7,15.8,12.4,0.0,97.4,0.4,99.7,"1,173","1,537",76.32,88.57,86.25,90.97,Better Than National Rate,56,"1,058",5.29,4.23,3.45,5.16,Same As National Rate,108,899,12.01,8.53,7.25,9.99,Better Than National Rate,0.99,"1,801"
10,107415,1796,581,34698,-,2,Yes,Yes,Yes,Yes,Yes,Yes,994971600.0,4.0,97.2,91.3,83.9,88.1,88.4,96.2,89.9,12.6,11.2,0.4,98.9,0.7,100.0,"2,811","3,426",82.05,87.46,86.11,88.83,Better Than National Rate,117,"1,863",6.28,5.72,4.79,6.71,Worse Than National Rate,138,"1,548",8.91,9.06,7.70,10.60,Same As National Rate,0.98,"4,156"
10,107417,1796,582,34613,-,2,Yes,Yes,Yes,Yes,Yes,Yes,995576400.0,4.0,98.6,78.9,87.1,88.8,89.9,92.1,84.4,13.4,7.6,0.7,98.8,0.3,100.0,456,570,80.00,87.50,83.62,90.48,Better Than National Rate,22,373,5.90,4.36,3.22,5.79,Same As National Rate,21,285,7.37,7.07,5.17,9.60,Better Than National Rate,0.93,722
10,107420,20,583,32025,-,3,Yes,Yes,Yes,Yes,Yes,Yes,998859600.0,4.5,99.7,65.1,94.0,92.5,89.3,94.4,85.3,15.8,10.3,0.5,93.4,0.8,99.8,834,"1,145",72.84,80.71,77.96,83.67,Better Than National Rate,19,486,3.91,3.81,2.86,5.05,Same As National Rate,77,641,12.01,10.32,8.47,12.46,Same As National Rate,1.10,"2,529"
10,107422,1777,584,34741,-,3,Yes,Yes,Yes,Yes,Yes,Yes,1004216400.0,4.5,98.9,68.5,89.3,89.3,89.2,95.1,94.5,15.9,10.7,0.0,89.3,0.7,99.9,588,862,68.21,77.26,73.86,80.66,Same As National Rate,26,482,5.39,4.42,3.37,5.80,Same As National Rate,64,488,13.11,9.93,8.24,12.01,Same As National Rate,1.04,"1,196"
10,107423,1810,524,32504,8504332155,5,Yes,Yes,Yes,Yes,Yes,Yes,1006380000.0,2.0,81.6,63.0,75.0,80.3,79.7,76.7,75.0,14.4,14.6,0.0,91.7,1.4,95.2,"1,051","1,471",71.45,76.08,73.45,78.48,Same As National Rate,23,641,3.59,3.60,2.77,4.71,Same As National Rate,94,680,13.82,13.65,11.55,16.20,Worse Than National Rate,1.03,"2,476"
10,107436,1811,116,32225,9047257100,3,Yes,Yes,Yes,Yes,Yes,Yes,1024866000.0,4.5,99.9,87.6,90.6,86.6,91.8,96.4,91.0,13.4,10.1,0.2,99.3,0.8,100.0,"1,454","2,113",68.81,69.87,67.89,71.80,Worse Than National Rate,21,525,4.00,3.94,2.94,5.29,Same As National Rate,72,979,7.35,10.30,8.34,12.64,Same As National Rate,0.94,"2,641"
10,107444,1812,585,33024,-,2,Yes,Yes,Yes,Yes,Yes,Yes,1034802000.0,4.0,90.4,50.3,86.5,88.3,92.6,99.9,87.6,10.5,9.6,0.2,97.4,0.9,99.6,824,"1,098",75.05,82.13,79.19,84.74,Better Than National Rate,46,850,5.41,4.75,3.82,5.91,Same As National Rate,50,545,9.17,8.24,6.59,10.29,Same As National Rate,0.93,"1,307"
10,107446,14,586,33186,-,5,Yes,Yes,Yes,Yes,No,Yes,1028408400.0,4.0,94.9,53.2,83.8,91.4,87.3,84.0,91.1,11.0,14.0,0.0,96.3,0.3,99.0,877,"1,132",77.47,85.73,83.05,88.35,Better Than National Rate,28,653,4.29,4.04,3.11,5.19,Same As National Rate,32,389,8.23,7.19,5.42,9.33,Better Than National Rate,0.95,"1,445"
10,107470,1777,563,34711,-,5,Yes,Yes,Yes,Yes,No,Yes,1063573200.0,4.0,99.5,88.2,87.9,89.4,87.9,90.0,86.0,15.1,10.2,0.4,99.8,0.5,99.8,430,549,78.32,88.84,84.88,92.08,Better Than National Rate,19,388,4.90,4.14,3.02,5.39,Same As National Rate,41,338,12.13,9.28,7.24,11.48,Same As National Rate,1.00,770
10,107482,1813,116,32207,9042024300,1,Yes,Yes,Yes,Yes,Yes,Yes,1096318800.0,3.5,99.7,63.2,87.1,85.5,87.9,85.2,82.0,13.6,10.5,0.2,96.3,1.1,99.0,"2,456","3,163",77.65,85.38,83.55,86.92,Better Than National Rate,91,"1,804",5.04,4.73,3.92,5.69,Worse Than National Rate,225,"1,842",12.21,10.36,9.19,11.60,Same As National Rate,1.00,"4,055"
10,107485,1777,587,33948,9413790801,3,Yes,Yes,Yes,Yes,Yes,No,1103148000.0,4.5,98.5,62.0,87.5,94.4,90.2,95.9,85.1,12.7,11.2,0.2,99.6,0.6,99.8,380,503,75.55,80.13,75.84,83.67,Same As National Rate,10,230,4.35,4.14,3.01,5.87,Same As National Rate,23,258,8.91,8.73,6.01,11.83,Same As National Rate,1.01,691
10,107486,20,552,32606,-,3,Yes,Yes,Yes,Yes,Yes,Yes,1096318800.0,4.5,99.4,64.6,96.9,94.2,92.8,92.4,90.3,16.6,9.5,0.2,90.9,1.6,99.1,"1,089","1,507",72.26,78.75,76.20,81.07,Same As National Rate,20,681,2.94,3.63,2.68,4.89,Same As National Rate,99,800,12.38,10.56,8.85,12.56,Same As National Rate,1.02,"2,920"
10,107488,1814,588,32796,-,4,Yes,Yes,Yes,Yes,Yes,Yes,1107295200.0,3.5,98.3,55.3,85.3,85.2,86.9,86.5,79.9,11.2,11.2,0.0,99.1,0.8,99.7,752,924,81.39,89.99,87.20,92.54,Better Than National Rate,5,440,1.14,2.81,2.07,3.81,Better Than National Rate,38,462,8.23,8.20,6.38,11.06,Same As National Rate,1.00,"1,320"
10,107500,1777,589,34604,-,3,Yes,Yes,Yes,Yes,Yes,Yes,1126126800.0,4.5,99.1,64.8,93.0,92.0,94.0,91.6,91.7,15.6,10.5,0.0,99.1,1.5,99.8,"1,094","1,550",70.58,78.89,76.44,81.10,Same As National Rate,20,635,3.15,3.54,2.66,4.71,Same As National Rate,123,845,14.56,12.35,10.66,14.71,Worse Than National Rate,1.15,"3,539"
10,107509,1815,584,34746,-,1,Yes,Yes,Yes,Yes,Yes,Yes,1138485600.0,2.5,98.9,84.6,68.3,62.1,80.6,87.9,75.0,-,-,0.5,100.0,1.4,99.6,62,81,76.54,82.07,72.49,90.56,Same As National Rate,3,31,9.68,4.18,2.76,6.18,Same As National Rate,1,32,3.13,7.96,4.26,13.65,Same As National Rate,0.98,106
10,107510,1816,521,32801,-,5,Yes,Yes,Yes,Yes,Yes,Yes,1138831200.0,2.0,91.9,89.3,66.9,77.3,65.9,74.2,55.7,13.9,10.0,0.5,99.5,1.5,99.8,"1,026","1,477",69.47,72.82,70.53,75.27,Worse Than National Rate,10,284,3.52,3.83,2.79,5.22,Same As National Rate,95,891,10.66,11.80,9.61,13.81,Same As National Rate,1.12,"2,896"
10,107512,20,530,34471,-,3,Yes,Yes,Yes,Yes,Yes,Yes,1130533200.0,4.0,99.3,68.3,88.5,91.8,89.3,93.9,85.9,15.1,11.7,0.1,92.6,0.9,98.2,947,"1,205",78.59,84.48,82.10,86.88,Better Than National Rate,8,364,2.20,3.34,2.44,4.63,Same As National Rate,61,668,9.13,8.92,6.92,10.92,Same As National Rate,1.09,"1,986"
10,107514,20,590,32177,-,3,Yes,Yes,Yes,Yes,Yes,Yes,1130533200.0,5.0,99.5,73.6,94.6,92.4,98.2,90.8,90.9,11.4,14.6,0.0,99.5,1.2,99.8,294,398,73.87,83.56,78.79,88.60,Better Than National Rate,5,193,2.59,3.51,2.57,4.82,Same As National Rate,26,255,10.20,8.06,5.93,10.76,Same As National Rate,0.99,592
10,107515,1780,522,32960,-,3,Yes,Yes,Yes,No,Yes,No,1140904800.0,4.5,99.8,98.7,93.3,92.8,91.5,95.4,93.3,16.2,12.5,0.0,100.0,0.7,99.8,381,553,68.90,75.90,71.80,79.88,Same As National Rate,4,190,2.11,3.48,2.42,5.09,Same As National Rate,24,332,7.23,7.09,5.02,9.68,Better Than National Rate,1.16,860
10,107517,183,591,34292,9417877606,3,Yes,Yes,Yes,Yes,Yes,Yes,1139004000.0,4.5,99.0,83.5,92.4,90.8,93.1,90.4,86.9,16.1,9.8,0.3,98.8,0.4,100.0,"1,021","1,304",78.30,82.51,80.30,84.74,Better Than National Rate,10,321,3.12,3.92,2.86,5.42,Same As National Rate,52,777,6.69,7.32,5.93,9.27,Better Than National Rate,1.09,"1,949"
10,107521,1794,519,33619,-,3,Yes,Yes,Yes,Yes,Yes,Yes,1136498400.0,3.5,99.3,89.1,85.9,88.1,87.6,90.7,88.3,17.8,9.9,0.1,98.2,0.5,99.9,810,"1,089",74.38,82.28,79.66,84.85,Better Than National Rate,22,406,5.42,4.46,3.22,6.06,Same As National Rate,54,450,12.00,10.26,8.19,12.77,Same As National Rate,1.11,"2,047"
10,107522,16,591,34287,-,3,Yes,Yes,Yes,Yes,Yes,Yes,1143925200.0,4.5,99.9,86.9,87.2,90.8,91.3,88.4,93.5,14.0,10.3,0.2,96.9,1.5,99.0,603,793,76.04,79.69,76.56,82.66,Same As National Rate,7,226,3.10,3.72,2.62,5.16,Same As National Rate,56,673,8.32,9.24,7.20,11.48,Same As National Rate,1.14,"1,076"
10,107523,1777,592,33781,7275468080,3,Yes,Yes,Yes,Yes,No,No,1141336800.0,4.5,99.4,72.0,93.7,89.7,91.6,89.0,92.0,14.9,8.4,0.0,99.2,1.2,97.4,201,300,67.00,75.64,69.80,81.01,Same As National Rate,4,118,3.39,3.72,2.53,5.14,Same As National Rate,30,169,17.75,13.44,9.83,17.42,Same As National Rate,1.23,698
10,107526,15,561,33426,-,3,Yes,Yes,Yes,Yes,Yes,Yes,1151182800.0,4.5,98.9,68.8,88.0,89.1,89.5,95.3,85.4,9.9,11.4,0.0,97.8,0.9,99.8,267,357,74.79,82.38,77.56,86.86,Better Than National Rate,3,165,1.82,3.52,2.46,5.09,Same As National Rate,21,205,10.24,9.28,6.64,12.83,Same As National Rate,0.96,531
10,107527,1792,593,34655,7278458099,3,Yes,Yes,Yes,Yes,Yes,Yes,1153342800.0,4.0,99.5,72.7,89.4,85.0,88.8,85.1,76.1,12.0,8.3,0.0,98.8,1.5,99.3,911,"1,144",79.63,84.18,81.94,86.57,Better Than National Rate,7,240,2.92,3.77,2.67,5.39,Same As National Rate,48,716,6.70,7.36,5.76,9.41,Better Than National Rate,1.09,"1,594"
